IS_10	MISS_10	IS_20	MISS_20	IS_30	MISS_30	IS_40	MISS_40	IS_50	MISS_50	IS_60	MISS_60	IS_70	MISS_70	IS_80	MISS_80	IS_90	MISS_90	IS_100	MISS_100
 30	  1	 48	  4	 58	  8	 66	 13	 73	 18	 76	 27	 80	 33	 83	 40	 85	 48	 86	 57
 38	  0	 45	  5	 54	  9	 59	 15	 63	 21	 69	 28	 74	 34	 75	 43	 78	 50	 82	 57
 23	  0	 39	  2	 47	  6	 53	 11	 58	 16	 64	 21	 69	 26	 73	 33	 79	 39	 83	 45
 29	  1	 35	  7	 42	 13	 47	 18	 54	 21	 58	 27	 62	 34	 65	 41	 68	 49	 73	 56
 34	  0	 39	  6	 45	 11	 47	 20	 48	 29	 54	 34	 58	 41	 62	 47	 64	 55	 69	 61
 31	  0	 39	  5	 52	  8	 58	 14	 66	 19	 72	 25	 79	 29	 85	 35	 89	 42	 92	 49
 28	  2	 38	  5	 47	  9	 53	 14	 62	 19	 74	 21	 78	 28	 83	 33	 86	 41	 88	 50
 32	  0	 43	  1	 57	  2	 62	  7	 66	 13	 68	 21	 73	 27	 77	 33	 82	 38	 85	 45
 22	  2	 32	  6	 41	 10	 47	 17	 55	 20	 59	 26	 66	 29	 68	 37	 69	 46	 71	 54
 33	  0	 42	  2	 51	  7	 58	 11	 61	 18	 66	 25	 72	 30	 76	 38	 79	 45	 83	 51
 27	  1	 39	  4	 53	  7	 61	 12	 68	 17	 72	 25	 78	 30	 81	 37	 85	 43	 86	 52
 24	  1	 29	  7	 42	 11	 46	 17	 52	 24	 54	 32	 58	 39	 60	 47	 63	 54	 64	 63
 28	  0	 38	  4	 49	  7	 53	 14	 58	 20	 64	 27	 67	 34	 70	 41	 75	 46	 79	 53
 28	  2	 38	  6	 41	 13	 46	 18	 50	 25	 53	 33	 57	 40	 60	 47	 63	 55	 66	 62
 26	  2	 35	  6	 41	 12	 45	 18	 49	 25	 54	 31	 57	 38	 63	 42	 63	 52	 67	 58
 26	  0	 39	  4	 48	  7	 55	 12	 61	 17	 66	 22	 69	 29	 73	 35	 74	 44	 75	 53
 27	  2	 44	  4	 52	  8	 57	 14	 64	 20	 71	 25	 78	 30	 80	 38	 87	 43	 88	 52
 27	  0	 35	  5	 44	 11	 47	 18	 51	 25	 53	 33	 62	 36	 64	 44	 66	 52	 74	 57
 27	  1	 37	  4	 40	 11	 42	 20	 49	 26	 53	 32	 55	 40	 63	 46	 66	 53	 69	 61
 29	  1	 39	  5	 51	  9	 58	 13	 60	 21	 63	 28	 67	 34	 72	 39	 72	 49	 74	 57
 31	  0	 40	  5	 50	  9	 59	 14	 69	 17	 74	 24	 85	 28	 92	 32	 94	 40	 95	 49
 22	  1	 36	  4	 45	  8	 53	 12	 56	 20	 61	 27	 62	 36	 64	 44	 67	 52	 76	 56
 18	  4	 30	  7	 36	 12	 42	 16	 51	 21	 59	 24	 63	 31	 66	 38	 70	 44	 73	 51
 30	  1	 40	  5	 48	  9	 58	 12	 66	 15	 70	 21	 80	 23	 81	 32	 84	 40	 88	 46
 28	  1	 43	  3	 52	  6	 55	 14	 59	 20	 62	 27	 70	 31	 74	 37	 81	 43	 87	 48
 29	  0	 43	  2	 53	  6	 62	 11	 71	 14	 73	 22	 80	 26	 82	 34	 85	 41	 88	 48
 33	  0	 43	  2	 53	  5	 58	 12	 63	 19	 69	 23	 73	 29	 76	 36	 81	 42	 87	 48
 39	  1	 45	  7	 52	 13	 58	 19	 61	 26	 62	 35	 64	 43	 70	 48	 72	 56	 82	 61
 34	  1	 44	  4	 50	  9	 57	 14	 63	 18	 68	 24	 71	 31	 74	 38	 78	 46	 81	 53
 26	  2	 37	  6	 48	 11	 52	 18	 60	 23	 71	 25	 72	 34	 76	 40	 81	 47	 84	 54
 25	  2	 40	  3	 52	  5	 63	  8	 67	 15	 77	 18	 85	 23	 87	 31	 89	 39	 90	 48
 27	  1	 37	  2	 49	  5	 57	  8	 64	 14	 70	 19	 73	 26	 74	 35	 78	 41	 80	 50
 20	  3	 25	  8	 37	 12	 43	 18	 50	 23	 56	 28	 57	 37	 59	 45	 62	 53	 66	 61
 29	  1	 40	  4	 52	  7	 66	 10	 72	 17	 75	 24	 79	 31	 85	 37	 90	 44	 92	 52
 30	  1	 40	  4	 53	  6	 59	 12	 69	 15	 76	 20	 79	 27	 82	 35	 87	 40	 91	 46
 29	  0	 42	  3	 47	  8	 58	 10	 65	 15	 69	 22	 73	 28	 76	 35	 83	 40	 86	 47
 36	  0	 47	  3	 61	  7	 68	 12	 76	 17	 78	 25	 83	 30	 85	 38	 91	 43	 92	 52
 27	  2	 35	  6	 48	 10	 52	 16	 55	 23	 59	 30	 66	 34	 71	 39	 79	 42	 83	 48
 22	  2	 32	  8	 44	 12	 58	 14	 64	 20	 66	 28	 75	 33	 77	 41	 79	 49	 81	 57
 27	  2	 38	  7	 47	 12	 53	 17	 59	 23	 62	 30	 71	 35	 73	 43	 79	 48	 81	 56
 24	  1	 35	  3	 41	  8	 52	 12	 59	 16	 66	 21	 73	 28	 79	 34	 86	 39	 89	 46
 36	  1	 45	  3	 51	  8	 57	 13	 64	 17	 66	 25	 69	 33	 73	 39	 76	 46	 84	 50
 32	  1	 41	  6	 53	  9	 56	 16	 62	 22	 63	 31	 67	 38	 73	 44	 76	 51	 79	 59
 27	  2	 33	  7	 42	 12	 48	 18	 51	 26	 54	 34	 64	 37	 69	 42	 76	 46	 80	 53
 25	  1	 39	  2	 44	  7	 55	 12	 62	 17	 67	 24	 71	 30	 76	 35	 83	 40	 83	 50
 23	  1	 40	  4	 43	 11	 52	 15	 59	 19	 63	 26	 68	 31	 74	 36	 80	 43	 84	 50
 32	  1	 40	  5	 47	 10	 51	 16	 58	 20	 64	 27	 66	 35	 68	 43	 74	 48	 79	 54
 28	  1	 42	  4	 54	  7	 63	 11	 69	 16	 74	 22	 79	 27	 83	 34	 86	 42	 88	 50
 30	  2	 43	  5	 48	 12	 54	 18	 62	 22	 68	 27	 71	 34	 79	 39	 83	 46	 87	 53
 25	  1	 32	  6	 41	  8	 52	 12	 58	 17	 63	 24	 66	 32	 74	 37	 76	 45	 79	 53
 26	  0	 40	  3	 52	  5	 61	  9	 63	 17	 71	 22	 74	 29	 80	 33	 82	 41	 85	 48
 18	  3	 29	  6	 38	  9	 43	 15	 47	 21	 49	 29	 56	 33	 58	 41	 64	 47	 69	 53
 32	  1	 40	  5	 52	  8	 59	 14	 67	 18	 73	 23	 78	 29	 85	 34	 85	 44	 88	 51
 31	  1	 41	  5	 51	  9	 54	 16	 64	 18	 70	 23	 77	 29	 82	 35	 86	 42	 92	 47
 35	  1	 47	  5	 54	  9	 63	 10	 68	 16	 72	 22	 79	 27	 85	 31	 85	 41	 89	 48
 28	  2	 38	  3	 49	  8	 57	 14	 61	 21	 65	 28	 70	 35	 73	 43	 80	 47	 87	 51
 33	  1	 44	  5	 53	 10	 60	 15	 64	 22	 66	 30	 76	 33	 83	 38	 87	 44	 91	 50
 20	  2	 32	  6	 40	 11	 48	 15	 49	 24	 51	 33	 58	 38	 64	 45	 66	 53	 70	 60
 27	  3	 39	  6	 54	  8	 63	 13	 66	 20	 71	 25	 77	 31	 79	 39	 85	 43	 89	 49
 30	  0	 41	  2	 48	  7	 57	 11	 61	 17	 66	 23	 69	 30	 74	 37	 79	 42	 81	 50
 24	  1	 43	  4	 49	  8	 59	 12	 70	 16	 74	 23	 78	 29	 81	 36	 83	 45	 84	 54
 34	  2	 43	  6	 54	  8	 57	 15	 65	 20	 69	 27	 73	 33	 75	 41	 78	 48	 81	 55
 32	  1	 42	  5	 49	 11	 52	 19	 59	 23	 63	 30	 71	 34	 75	 41	 77	 50	 79	 58
 34	  1	 49	  4	 55	 10	 65	 15	 73	 18	 76	 25	 79	 32	 81	 40	 83	 48	 88	 53
 25	  1	 34	  4	 37	 12	 46	 17	 50	 23	 56	 28	 60	 34	 65	 39	 70	 45	 75	 51
 39	  2	 56	  5	 65	  9	 70	 15	 74	 22	 80	 27	 86	 34	 94	 38	100	 44	103	 52
 23	  2	 35	  4	 41	 10	 48	 15	 56	 20	 62	 25	 64	 33	 67	 41	 72	 46	 75	 54
 31	  1	 45	  4	 52	  9	 63	 11	 70	 16	 78	 21	 84	 27	 88	 33	 94	 37	 95	 46
 28	  0	 34	  5	 43	  9	 50	 13	 56	 18	 59	 25	 64	 32	 67	 39	 70	 46	 75	 52
 18	  2	 34	  4	 40	 10	 43	 18	 48	 24	 54	 29	 54	 39	 62	 42	 69	 48	 72	 56
 27	  0	 36	  4	 42	  9	 55	 11	 60	 17	 62	 25	 66	 32	 70	 38	 71	 47	 74	 54
 31	  2	 44	  4	 54	  9	 61	 15	 66	 21	 70	 28	 74	 34	 76	 42	 80	 49	 84	 56
 25	  2	 41	  6	 48	 11	 54	 15	 59	 21	 63	 28	 69	 35	 71	 43	 75	 49	 78	 56
 23	  1	 35	  4	 42	  8	 48	 13	 57	 17	 58	 26	 65	 31	 68	 38	 72	 45	 76	 52
 34	  1	 44	  5	 53	 11	 60	 16	 62	 24	 66	 30	 69	 37	 73	 44	 74	 53	 76	 61
 22	  2	 34	  6	 37	 13	 44	 19	 53	 24	 57	 31	 62	 37	 66	 45	 71	 51	 73	 60
 36	  0	 49	  4	 60	  6	 63	 13	 69	 20	 73	 27	 79	 34	 82	 42	 84	 51	 86	 59
 25	  0	 39	  0	 50	  1	 58	  4	 66	  8	 69	 15	 76	 20	 78	 28	 81	 35	 83	 43
 26	  1	 34	  5	 40	 11	 50	 13	 56	 19	 62	 23	 67	 28	 70	 36	 73	 44	 77	 50
 26	  0	 32	  5	 44	 10	 51	 16	 58	 22	 63	 28	 67	 35	 73	 40	 74	 49	 77	 56
 22	  0	 29	  4	 41	  7	 47	 11	 57	 14	 64	 20	 67	 27	 69	 35	 71	 43	 74	 50
 26	  1	 37	  3	 49	  5	 52	 12	 57	 17	 64	 21	 69	 27	 73	 33	 78	 38	 81	 45
 31	  1	 45	  4	 52	  9	 62	 14	 64	 22	 70	 27	 71	 36	 79	 41	 81	 49	 89	 52
 21	  0	 33	  4	 45	  6	 52	 10	 59	 14	 64	 21	 71	 26	 74	 33	 78	 39	 81	 46
 34	  2	 43	  5	 52	  9	 57	 16	 63	 20	 69	 26	 76	 31	 83	 36	 85	 44	 90	 50
 28	  0	 45	  2	 52	  6	 58	 12	 61	 19	 67	 24	 70	 32	 76	 36	 81	 42	 88	 47
 30	  0	 41	  5	 49	 10	 52	 17	 58	 23	 64	 31	 70	 35	 71	 44	 73	 52	 76	 60
 21	  1	 34	  3	 41	  8	 46	 14	 51	 19	 55	 26	 60	 32	 62	 40	 67	 45	 72	 52
 28	  2	 36	  7	 48	 10	 63	 13	 72	 17	 75	 25	 78	 32	 80	 40	 82	 48	 84	 56
 22	  4	 32	  8	 45	  9	 55	 14	 60	 21	 65	 26	 70	 32	 72	 40	 75	 47	 83	 52
 25	  1	 35	  4	 42	  8	 46	 15	 52	 20	 53	 29	 55	 37	 59	 44	 64	 50	 70	 54
 36	  0	 47	  3	 54	  7	 59	 13	 64	 18	 69	 24	 73	 31	 75	 40	 77	 48	 78	 57
 37	  0	 50	  2	 57	  6	 61	 12	 67	 18	 74	 23	 81	 28	 82	 37	 86	 44	 89	 52
 27	  3	 44	  5	 56	  8	 62	 14	 67	 20	 72	 26	 74	 34	 76	 42	 78	 50	 80	 58
 35	  1	 47	  3	 52	  8	 60	 12	 64	 19	 69	 26	 70	 35	 74	 41	 77	 49	 79	 57
 32	  1	 43	  3	 51	  5	 62	  8	 70	 11	 75	 18	 76	 27	 84	 31	 86	 39	 87	 48
 27	  0	 46	  1	 53	  7	 57	 15	 62	 21	 66	 27	 74	 32	 76	 40	 79	 47	 82	 54
 25	  0	 35	  4	 46	  8	 51	 14	 56	 21	 60	 28	 62	 36	 69	 41	 70	 50	 75	 55
 27	  1	 39	  4	 51	  6	 58	 11	 64	 17	 67	 24	 68	 33	 72	 40	 77	 45	 80	 52
 30	  1	 45	  6	 54	 10	 58	 17	 63	 23	 65	 31	 65	 41	 74	 46	 77	 54	 80	 61
 27	  0	 37	  5	 46	  9	 53	 15	 56	 22	 59	 30	 61	 38	 64	 45	 67	 52	 75	 56
 30	  0	 42	  2	 55	  4	 64	  9	 68	 15	 71	 22	 76	 28	 81	 33	 82	 42	 83	 51
 23	  2	 39	  3	 49	  7	 54	 12	 63	 16	 67	 22	 71	 29	 77	 34	 81	 41	 82	 50
 29	  1	 38	  4	 43	 12	 52	 16	 57	 22	 64	 27	 72	 32	 77	 38	 82	 43	 87	 49
 32	  1	 41	  5	 49	  9	 58	 13	 63	 19	 66	 26	 68	 35	 72	 42	 76	 48	 82	 53
 30	  1	 39	  5	 51	  7	 62	 11	 69	 15	 72	 22	 74	 30	 75	 39	 78	 47	 85	 52
 23	  1	 32	  5	 41	  8	 47	 12	 54	 17	 64	 21	 68	 27	 75	 32	 83	 36	 87	 42
 30	  0	 34	  6	 36	 14	 39	 22	 45	 28	 54	 32	 54	 42	 55	 51	 56	 60	 59	 67
 31	  0	 41	  4	 54	  6	 62	 11	 67	 17	 72	 23	 76	 29	 76	 39	 81	 45	 84	 53
 33	  0	 41	  5	 46	 11	 54	 17	 62	 21	 67	 27	 72	 32	 79	 37	 82	 44	 84	 53
 22	  1	 35	  4	 41	  9	 48	 13	 51	 21	 55	 28	 57	 36	 59	 44	 62	 52	 64	 60
 37	  0	 47	  5	 57	  9	 65	 12	 73	 16	 76	 23	 78	 31	 83	 36	 89	 42	 93	 49
 25	  2	 34	  8	 43	 13	 48	 18	 53	 23	 53	 33	 62	 37	 67	 44	 70	 52	 73	 60
 30	  1	 40	  6	 49	  9	 53	 16	 53	 26	 57	 32	 65	 37	 68	 44	 71	 53	 78	 58
 26	  2	 38	  5	 44	 10	 51	 14	 55	 20	 58	 27	 64	 32	 68	 38	 70	 46	 77	 50
 23	  2	 34	  4	 44	  8	 54	 12	 65	 16	 70	 22	 75	 28	 79	 35	 83	 42	 85	 51
 26	  1	 39	  2	 45	  6	 56	  9	 66	 14	 69	 21	 73	 28	 78	 35	 87	 38	 90	 45
 34	  0	 41	  4	 53	  7	 62	 12	 67	 18	 71	 25	 75	 31	 81	 36	 85	 42	 93	 46
 27	  1	 33	  6	 41	 13	 46	 20	 53	 24	 58	 31	 63	 37	 64	 46	 72	 50	 78	 56
 28	  0	 36	  4	 46	  8	 55	 10	 59	 16	 63	 24	 66	 32	 69	 40	 73	 46	 75	 54
 23	  2	 37	  3	 47	  7	 52	 12	 60	 17	 63	 24	 69	 29	 78	 32	 81	 39	 84	 46
 29	  2	 44	  3	 52	  8	 56	 15	 60	 22	 66	 27	 71	 32	 77	 38	 82	 45	 90	 50
 30	  0	 35	  7	 44	 11	 49	 17	 55	 22	 62	 27	 66	 33	 66	 43	 70	 49	 73	 56
 16	  2	 28	  6	 41	  8	 52	 13	 53	 22	 59	 26	 62	 34	 65	 41	 67	 49	 72	 54
 27	  0	 40	  2	 48	  7	 57	 11	 66	 15	 71	 20	 78	 26	 78	 36	 80	 44	 83	 51
 30	  0	 45	  1	 57	  5	 67	  8	 76	 11	 85	 14	 91	 20	 93	 28	 96	 35	100	 41
 19	  1	 32	  3	 41	  8	 47	 14	 54	 20	 63	 24	 66	 31	 67	 40	 68	 49	 70	 57
 35	  1	 42	  6	 52	  9	 60	 14	 68	 18	 74	 24	 80	 30	 87	 34	 90	 41	 93	 49
 24	  1	 32	  6	 40	 11	 51	 13	 55	 19	 62	 24	 66	 31	 72	 36	 75	 43	 80	 50
 29	  1	 35	  6	 40	 11	 49	 13	 55	 19	 59	 25	 65	 31	 72	 37	 73	 46	 78	 52
 13	  3	 25	  7	 31	 12	 39	 16	 46	 20	 48	 28	 51	 36	 53	 44	 55	 52	 57	 60
 32	  0	 41	  3	 48	  7	 53	 12	 59	 17	 66	 20	 72	 25	 76	 31	 80	 37	 82	 45
 23	  1	 40	  3	 43	 10	 48	 15	 56	 18	 61	 24	 65	 30	 68	 38	 70	 46	 74	 53
 35	  2	 44	  5	 51	 10	 58	 14	 65	 18	 69	 25	 76	 29	 82	 35	 88	 39	 91	 46
 22	  1	 33	  4	 39	 10	 47	 14	 55	 19	 61	 25	 65	 33	 66	 42	 70	 49	 72	 57
 26	  1	 37	  3	 43	  9	 50	 13	 56	 17	 66	 21	 68	 29	 75	 34	 76	 43	 81	 49
 28	  0	 36	  4	 44	  8	 48	 14	 55	 19	 62	 25	 64	 33	 68	 39	 69	 48	 75	 53
 25	  0	 42	  1	 52	  6	 59	 12	 69	 15	 73	 21	 77	 29	 81	 36	 84	 43	 88	 49
 23	  3	 35	  4	 41	 10	 44	 17	 49	 24	 52	 31	 56	 38	 57	 47	 63	 52	 66	 59
 38	  0	 49	  4	 64	  5	 69	 11	 79	 14	 88	 18	 92	 26	 93	 35	 97	 42	100	 50
 24	  1	 36	  5	 45	  9	 52	 15	 56	 22	 61	 27	 65	 33	 68	 41	 71	 48	 75	 54
 27	  0	 40	  3	 49	  8	 56	 14	 61	 20	 64	 28	 67	 35	 70	 43	 72	 51	 73	 60
 21	  2	 30	  7	 39	 11	 46	 16	 53	 21	 61	 25	 68	 31	 72	 37	 78	 42	 82	 48
 20	  2	 33	  5	 46	  5	 55	  9	 57	 17	 64	 22	 70	 27	 71	 36	 76	 42	 82	 47
 27	  1	 42	  2	 49	  6	 54	 13	 63	 18	 66	 25	 70	 32	 75	 39	 77	 47	 79	 55
 31	  0	 41	  4	 51	  7	 60	 11	 68	 15	 76	 20	 80	 26	 85	 33	 89	 39	 92	 46
 20	  2	 32	  7	 38	 13	 48	 18	 54	 23	 62	 27	 67	 34	 73	 39	 77	 45	 77	 55
 26	  0	 35	  5	 47	  9	 57	 14	 61	 20	 67	 26	 72	 31	 76	 37	 80	 43	 86	 48
 37	  1	 49	  4	 55	  8	 64	 12	 70	 18	 77	 24	 81	 30	 84	 37	 89	 43	 94	 49
 28	  0	 38	  4	 48	  8	 54	 15	 54	 25	 63	 30	 67	 36	 72	 41	 78	 46	 81	 54
 22	  2	 32	  6	 44	  9	 51	 14	 60	 17	 64	 24	 73	 28	 78	 34	 79	 43	 85	 48
 28	  1	 44	  3	 49	 10	 56	 15	 63	 19	 73	 22	 77	 29	 81	 35	 87	 41	 88	 50
 17	  2	 26	  7	 33	 12	 43	 15	 49	 21	 55	 27	 64	 32	 69	 38	 70	 47	 78	 53
 27	  2	 37	  5	 45	  9	 50	 14	 56	 18	 63	 23	 68	 28	 71	 36	 75	 43	 78	 51
 23	  0	 35	  3	 45	  7	 48	 14	 56	 17	 60	 24	 64	 31	 66	 39	 70	 46	 71	 55
 26	  0	 35	  4	 43	  7	 47	 13	 50	 20	 57	 25	 60	 32	 64	 38	 70	 43	 75	 49
 34	  0	 43	  3	 54	  6	 63	 11	 68	 16	 71	 23	 73	 31	 79	 37	 82	 44	 87	 50
 37	  1	 47	  5	 55	 10	 63	 15	 68	 21	 74	 27	 83	 31	 86	 39	 87	 48	 89	 56
 30	  0	 40	  3	 51	  7	 57	 14	 61	 21	 62	 30	 69	 37	 72	 44	 76	 50	 77	 59
 26	  1	 37	  4	 48	  8	 60	 10	 64	 16	 69	 21	 75	 27	 76	 36	 82	 41	 83	 50
 29	  0	 46	  2	 51	  8	 55	 15	 62	 19	 65	 26	 69	 32	 74	 39	 77	 46	 82	 51
 30	  1	 43	  2	 56	  4	 61	 10	 69	 14	 78	 19	 84	 25	 91	 31	 97	 36	 99	 44
 29	  0	 42	  3	 52	  7	 61	 10	 66	 18	 72	 23	 78	 28	 82	 36	 83	 45	 86	 52
 37	  0	 48	  4	 56	  9	 62	 16	 65	 23	 70	 30	 73	 37	 79	 42	 84	 48	 85	 57
 24	  1	 30	  7	 37	 12	 43	 18	 48	 25	 54	 29	 58	 35	 60	 43	 63	 51	 66	 58
 34	  1	 39	  7	 48	 12	 56	 15	 60	 22	 65	 28	 74	 30	 77	 37	 78	 46	 80	 54
 25	  1	 40	  3	 55	  4	 69	  6	 74	 11	 82	 17	 88	 24	 92	 31	 94	 39	100	 43
 30	  0	 43	  1	 49	  6	 57	 10	 65	 15	 70	 20	 77	 25	 83	 29	 89	 35	 90	 44
 24	  2	 35	  7	 43	 12	 52	 15	 59	 22	 63	 28	 65	 36	 70	 42	 76	 47	 78	 55
 25	  0	 31	  5	 37	 10	 43	 15	 44	 24	 48	 31	 54	 37	 60	 42	 66	 47	 69	 55
 28	  0	 44	  2	 51	  7	 63	  9	 70	 15	 79	 19	 86	 23	 89	 30	 94	 36	 97	 44
 34	  0	 44	  4	 50	  9	 53	 16	 63	 20	 70	 25	 73	 32	 77	 38	 80	 45	 83	 52
 34	  1	 41	  5	 45	 11	 50	 16	 55	 21	 57	 29	 60	 36	 64	 44	 73	 48	 76	 55
 31	  1	 39	  7	 49	 11	 57	 16	 60	 23	 67	 27	 75	 31	 81	 36	 86	 41	 90	 48
 28	  2	 33	  9	 43	 14	 53	 17	 61	 21	 67	 26	 71	 33	 77	 37	 81	 44	 83	 52
 26	  2	 40	  6	 42	 15	 44	 23	 47	 31	 54	 36	 58	 42	 68	 46	 71	 54	 76	 61
 33	  3	 44	  5	 53	 11	 60	 15	 67	 20	 78	 23	 82	 29	 85	 37	 90	 44	 90	 54
 24	  1	 41	  2	 49	  8	 58	 12	 62	 18	 69	 23	 73	 30	 80	 35	 84	 43	 87	 50
 34	  0	 37	  7	 44	 11	 53	 13	 60	 18	 73	 19	 77	 26	 81	 33	 84	 40	 85	 49
 26	  2	 35	  7	 43	 12	 49	 17	 58	 21	 61	 28	 62	 37	 63	 46	 67	 52	 70	 59
 23	  2	 36	  4	 44	  9	 49	 14	 54	 19	 60	 24	 64	 31	 70	 37	 72	 46	 73	 55
 31	  1	 39	  6	 49	  8	 56	 13	 61	 19	 66	 24	 71	 30	 74	 37	 75	 46	 76	 55
 37	  1	 48	  5	 63	  7	 75	  9	 80	 14	 88	 18	 91	 25	 91	 35	 95	 41	 98	 49
 28	  4	 43	  8	 53	 13	 61	 17	 67	 22	 73	 27	 81	 32	 87	 37	 94	 41	 97	 48
 28	  1	 40	  5	 50	  9	 57	 14	 60	 21	 66	 27	 72	 32	 75	 40	 81	 46	 87	 51
 23	  0	 37	  1	 42	  6	 45	 14	 53	 18	 60	 22	 65	 28	 69	 35	 75	 40	 77	 48
 35	  1	 45	  3	 53	  7	 65	  9	 70	 16	 73	 24	 75	 32	 81	 37	 91	 40	 93	 48
 26	  0	 40	  1	 53	  4	 59	 10	 66	 14	 74	 19	 79	 25	 84	 31	 88	 39	 92	 45
 32	  1	 51	  3	 56	  9	 69	 10	 74	 16	 78	 23	 86	 25	 91	 32	 96	 38	 99	 45
 35	  1	 46	  4	 58	  7	 64	 12	 70	 18	 76	 22	 82	 27	 86	 33	 92	 37	 96	 43
 28	  1	 34	  6	 46	 11	 51	 17	 57	 22	 60	 29	 66	 35	 68	 43	 73	 49	 75	 57
 26	  1	 35	  3	 43	  7	 49	 14	 51	 23	 54	 31	 55	 40	 59	 47	 64	 53	 69	 58
 37	  0	 47	  4	 53	  8	 58	 14	 64	 19	 72	 24	 76	 31	 80	 38	 81	 47	 84	 54
 31	  0	 49	  2	 55	  8	 59	 15	 65	 20	 71	 25	 78	 31	 82	 38	 89	 42	 93	 49
 30	  1	 46	  2	 56	  6	 62	 12	 66	 19	 67	 28	 72	 34	 76	 40	 84	 44	 90	 50
 29	  0	 39	  3	 47	  6	 51	 12	 53	 20	 58	 26	 62	 34	 70	 37	 70	 47	 74	 55
 25	  0	 36	  4	 42	 10	 46	 16	 50	 22	 59	 26	 66	 30	 70	 37	 75	 43	 79	 50
 26	  1	 42	  3	 48	 10	 55	 15	 60	 21	 63	 28	 67	 34	 73	 40	 77	 48	 83	 54
 36	  0	 52	  2	 60	  7	 63	 16	 66	 24	 71	 30	 74	 38	 81	 43	 84	 52	 85	 61
 30	  1	 43	  4	 52	  8	 56	 15	 63	 20	 69	 25	 77	 29	 80	 36	 82	 44	 89	 51
 29	  0	 42	  1	 50	  5	 54	 12	 66	 15	 72	 20	 75	 28	 76	 37	 78	 45	 82	 52
 30	  0	 38	  4	 47	  7	 56	 11	 64	 15	 72	 19	 74	 27	 79	 32	 82	 40	 85	 47
 28	  0	 41	  1	 46	  6	 47	 15	 62	 15	 66	 21	 70	 27	 73	 34	 79	 40	 82	 48
 32	  0	 43	  4	 52	  7	 59	 12	 66	 17	 71	 22	 76	 27	 80	 33	 81	 42	 87	 47
 34	  1	 45	  4	 49	 12	 55	 17	 60	 23	 65	 30	 67	 38	 70	 45	 78	 50	 81	 57
 29	  2	 47	  2	 52	  7	 58	 13	 64	 19	 66	 27	 68	 36	 75	 41	 77	 49	 78	 58
 30	  0	 38	  5	 43	 11	 48	 17	 52	 24	 59	 29	 65	 34	 68	 42	 71	 49	 76	 55
 33	  0	 39	  5	 46	 11	 51	 17	 54	 24	 57	 31	 61	 37	 64	 44	 70	 49	 75	 55
 21	  2	 38	  5	 44	  9	 49	 15	 58	 18	 60	 26	 61	 35	 67	 40	 70	 47	 76	 52
 25	  1	 36	  3	 48	  7	 56	 12	 59	 19	 62	 26	 70	 31	 78	 36	 83	 42	 86	 49
 32	  1	 42	  4	 50	  8	 53	 15	 60	 19	 65	 25	 72	 28	 78	 33	 80	 41	 82	 49
 33	  1	 41	  7	 44	 15	 51	 20	 54	 27	 63	 32	 64	 41	 65	 50	 69	 57	 75	 62
 27	  0	 31	  6	 37	 13	 42	 19	 47	 25	 51	 31	 53	 39	 56	 47	 58	 55	 63	 61
 29	  0	 44	  1	 49	  6	 60	  8	 65	 14	 75	 17	 79	 23	 85	 27	 89	 34	 95	 38
 35	  0	 44	  3	 53	  7	 61	 11	 68	 16	 72	 22	 75	 29	 81	 33	 84	 40	 88	 47
 26	  1	 39	  3	 44	 11	 51	 16	 60	 20	 63	 28	 66	 36	 69	 44	 75	 49	 80	 54
 33	  1	 42	  5	 52	 10	 60	 13	 63	 20	 68	 27	 72	 35	 77	 40	 80	 47	 81	 56
 30	  0	 54	  1	 57	  8	 64	 13	 73	 15	 79	 20	 86	 26	 94	 31	 98	 37	100	 45
 27	  1	 34	  7	 45	 11	 53	 15	 57	 21	 62	 27	 67	 32	 70	 39	 78	 44	 80	 52
 30	  0	 41	  5	 50	  8	 53	 15	 57	 21	 62	 26	 65	 33	 70	 39	 75	 45	 77	 53
 33	  0	 44	  2	 54	  6	 59	 13	 65	 18	 72	 22	 76	 29	 78	 37	 79	 46	 84	 52
 27	  2	 38	  7	 47	 11	 54	 16	 61	 21	 69	 25	 73	 31	 76	 38	 81	 44	 84	 51
 24	  1	 38	  4	 43	 10	 49	 16	 55	 22	 59	 28	 63	 35	 67	 41	 71	 47	 74	 55
 21	  2	 33	  3	 41	  8	 53	 12	 59	 17	 63	 24	 67	 31	 71	 38	 75	 45	 85	 45
 27	  1	 41	  5	 45	 11	 52	 15	 62	 18	 69	 24	 73	 31	 79	 36	 85	 41	 88	 48
 26	  1	 32	  7	 41	 13	 47	 18	 55	 21	 57	 29	 64	 35	 67	 42	 72	 47	 74	 55
 23	  3	 32	  8	 40	 12	 46	 17	 48	 25	 53	 32	 62	 37	 67	 43	 71	 50	 74	 57
 19	  1	 32	  3	 35	 10	 46	 14	 52	 20	 59	 24	 64	 30	 71	 34	 73	 42	 75	 50
 35	  0	 44	  4	 51	  9	 55	 15	 57	 23	 62	 29	 68	 34	 70	 42	 72	 50	 76	 56
 21	  2	 35	  6	 49	  8	 51	 16	 56	 22	 62	 26	 67	 31	 75	 37	 83	 40	 86	 47
 38	  0	 49	  4	 62	  8	 67	 15	 76	 20	 79	 27	 86	 31	 90	 37	 92	 45	 93	 54
